Nombre de artículo,Descripción de artículo,Subinventario,Cantidad,Artículo - Unidad de medida principal,Organización de inventario,Ubicación de inventario de localizador
STR18HC,18 40 1100,INV PUEBLA,8320,PIEZA,DHL_PUEBLA,STGR.1..
STR18HD,STIFF FILM 18 40 1200,INV CAT,316,PIEZA,DHL_CAT,2.D.2.2
STR18HD,STIFF FILM 18 40 1200,INV CAT,448,PIEZA,DHL_CAT,2.D.2.5
STR18HD,STIFF FILM 18 40 1200,INV CAT,448,PIEZA,DHL_CAT,2.D.2.6
STR18HD,STIFF FILM 18 40 1200,INV CAT,448,PIEZA,DHL_CAT,2.D.2.7
STR18XG,18 31 1500  MANUAL,INV CAT,600,PIEZA,DHL_CAT,1.A.3.6
STR18XG,18 31 1500  MANUAL,INV CAT,12208,PIEZA,DHL_CAT,1.B.0.6
STR18XG,18 31 1500  MANUAL,INV CAT,15000,PIEZA,DHL_CAT,1.B.0.9
STR18XG,18 31 1500  MANUAL,INV CAT,11992,PIEZA,DHL_CAT,1.P.4.6
STR18XG,18 31 1500  MANUAL,INV CAT,12996,PIEZA,DHL_CAT,1.Z.1.0
STR18XG,18 31 1500  MANUAL,INV CAT,11620,PIEZA,DHL_CAT,1.Z.2.0
STR18XG,18 31 1500  MANUAL,INV CAT,12996,PIEZA,DHL_CAT,1.Z.3.7
STR18XG,18 31 1500  MANUAL,INV CAT,608,PIEZA,DHL_CAT,2.O.1.5
STR18XG,18 31 1500  MANUAL,INV MRD,31160,PIEZA,WHM_MRD,UMAN...
STR18XG,18 31 1500  MANUAL,INV MTY,10000,PIEZA,LOGISTORAGE_MTY,C.4..
STR18XG,18 31 1500  MANUAL,INV MTY,812,PIEZA,LOGISTORAGE_MTY,DISPONIBLE...
STR18XG,18 31 1500  MANUAL,INV MTY,16,PIEZA,LOGISTORAGE_MTY,I.1.E.11
STR18XG,18 31 1500 MANUAL,INV PUEBLA,2000,PIEZA,DHL_PUEBLA,1.A.2.4
STR18XG,18 31 1500 MANUAL,INV PUEBLA,2336,PIEZA,DHL_PUEBLA,1.A.2.5
STR18XG,18 31 1500 MANUAL,INV PUEBLA,5000,PIEZA,DHL_PUEBLA,1.A.3.1
STR18XZ,18 31 12000  AUTOMATICA,INV CAT,451,PIEZA,DHL_CAT,1.A.4.1
STR18XZ,18 31 12000  AUTOMATICA,INV CAT,600,PIEZA,DHL_CAT,1.A.4.3
STR18XZ,18 31 12000  AUTOMATICA,INV CAT,600,PIEZA,DHL_CAT,1.A.4.4
STR18XZ,18 31 12000  AUTOMATICA,INV CAT,100,PIEZA,DHL_CAT,3.D.2.8
STR18XZ,18 31 12000  AUTOMATICA,INV CAT,100,PIEZA,DHL_CAT,4.D.0.7
STR18XZ,18 31 12000  AUTOMATICA,INV CAT,100,PIEZA,DHL_CAT,4.D.1.4
STR18XZ,18 31 12000  AUTOMATICA,INV CAT,100,PIEZA,DHL_CAT,4.D.2.8
STR18XZ,18 31 12000  AUTOMATICA,INV CAT,50,PIEZA,DHL_CAT,4.E.0.1
STR18XZ,18 31 12000  AUTOMATICA,INV CAT,50,PIEZA,DHL_CAT,4.E.0.3
STR18XZ,18 31 12000  AUTOMATICA,INV CAT,50,PIEZA,DHL_CAT,4.I.2.0
STR18XZ,18 31 12000  AUTOMATICA,INV MTY,200,PIEZA,LOGISTORAGE_MTY,DISPONIBLE...
STR18XZ,18 31 12000  AUTOMATICA,INV MTY,1,PIEZA,LOGISTORAGE_MTY,I.1.R.11
STRN18XG,18 31 1500 MANUAL,INV MRD,12496,PIEZA,WHM_MRD,UMAN...
STRN18XG,18 31 1500 MANUAL,INV MTY,640,PIEZA,LOGISTORAGE_MTY,C.3..
STU20IU1I,20 41 9000  AUTOMATICA UAR,INV CAT,19,PIEZA,DHL_CAT,4.E.1.9
STU20IU1I,20 41 9000  AUTOMATICA UAR,INV GDL,417,PIEZA,DHL_GDL,A.21..
STU20IU1I,20 41 9000  AUTOMATICA UAR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.I.22
STU20IZI,20 41 11000  AUTOMATICA UAR,INV GDL,64,PIEZA,DHL_GDL,A.24..
STU20IZI,20 41 11000  AUTOMATICA UAR,INV GDL,360,PIEZA,DHL_GDL,A.6..
STU20IZI,20 41 11000  AUTOMATICA UAR,INV MTY,16,PIEZA,LOGISTORAGE_MTY,I.1.S.12
STU20IZI,20 41 11000  AUTOMATICA UAR,INV PUEBLA,383,PIEZA,DHL_PUEBLA,1.A.0.6
STU20IZP,20 41 11000 AUTOMATICA UAR,INV CAT,974,PIEZA,DHL_CAT,1.P.1.6
STU20IZP,20 41 11000 AUTOMATICA UAR,INV CAT,32,PIEZA,DHL_CAT,3.G.4.2
STU20KOR,20 51 5000  AUTOMATICA UAR,INV CAT,39,PIEZA,DHL_CAT,5.N.1.3
STU20KOR,20 51 5000  AUTOMATICA UAR,INV CAT,50,PIEZA,DHL_CAT,5.N.1.4
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MRD,1400,PIEZA,WHM_MRD,UMAN...
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,H.1.B.22
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,H.1.C.21
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.E.22
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.F.21
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.G.42
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.H.12
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.H.21
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.I.11
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.J.21
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.J.22
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.K.22
STU20KOR,20 51 5000  AUTOMATICA UAR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.M.22
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,100,PIEZA,DHL_CAT,1.A.4.6
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,275,PIEZA,DHL_CAT,1.A.5.5
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,3,PIEZA,DHL_CAT,1.Z.4.2
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,13,PIEZA,DHL_CAT,2.H.2.3
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,25,PIEZA,DHL_CAT,2.I.2.5
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,25,PIEZA,DHL_CAT,3.G.3.3
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,16,PIEZA,DHL_CAT,3.I.4.3
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,25,PIEZA,DHL_CAT,3.I.4.4
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,25,PIEZA,DHL_CAT,4.G.1.5
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,25,PIEZA,DHL_CAT,5.G.2.2
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,25,PIEZA,DHL_CAT,5.G.4.2
STU30JQI,30 45 6500  AUTOMATICA UAR,INV CAT,25,PIEZA,DHL_CAT,5.H.2.0
TAPONAUD,Tapones auditivos,INV NUEVO,296,PIEZA,CAT_HALYCON,HAL.1.8.
TAPONAUD,Tapones auditivos,INV NUEVO,70,PIEZA,GDL_HALYCON,3.R.0.1A
TAPONAUD,Tapones auditivos,INV NUEVO,43,PIEZA,MRD_HALYCON,DISPONIBLE...
TAPONAUD,Tapones auditivos,INV NUEVO,157,PIEZA,MTY_HALYCON,DISPONIBLE...
TFH19,TENSIONADORA MANUAL PARA FLEJE H19,INV CAT,2050,PIEZA,DHL_CAT,1.P.0.6
TFH19,TENSIONADORA MANUAL PARA FLEJE H19,INV GDL,192,PIEZA,DHL_GDL,A.8..
TFH19,TENSIONADORA MANUAL PARA FLEJE H19,INV MRD,18,PIEZA,WHM_MRD,UMAN...
TFH19,TENSIONADORA MANUAL PARA FLEJE H19,INV MTY,100,PIEZA,LOGISTORAGE_MTY,DISPONIBLE...
TFH19,TENSIONADORA MANUAL PARA FLEJE H19,INV MTY,5,PIEZA,LOGISTORAGE_MTY,I.1.AA.12
TFH19-PZ,TFH19-PZ TENSIONADORA MANUAL PARA FLEJE H19 PAQUETE CON 1 PZ,FULL,17,PIEZA,MERCADO_LIBRE,
TFH19-PZ,TFH19-PZ TENSIONADORA MANUAL PARA FLEJE H19 PAQUETE CON 1 PZ,INV PSD,1,PIEZA,PSD_CAT,PS.K.04.
TFH19-PZ,TFH19-PZ TENSIONADORA MANUAL PARA FLEJE H19 PAQUETE CON 1 PZ,PRIME,19,PIEZA,AMAZON,
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,3,CAJA,DHL_CAT,1.F.0.6C
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,19,CAJA,DHL_CAT,2.K.2.0
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,2.K.2.3
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,35,CAJA,DHL_CAT,2.L.0.4
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,72,CAJA,DHL_CAT,3.D.1.8
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,72,CAJA,DHL_CAT,3.D.1.9
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,67,CAJA,DHL_CAT,3.D.2.0
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,3.J.1.1
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,3.J.1.3
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,3.J.1.4
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,3.K.1.7
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,3.K.2.0
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,3.K.2.2
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,3.K.2.3
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,3.K.2.4
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,72,CAJA,DHL_CAT,3.O.1.7
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,72,CAJA,DHL_CAT,3.O.1.8
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,4.G.4.6
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,4.J.1.3
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,5.G.3.8
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,5.G.3.9
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV CAT,36,CAJA,DHL_CAT,5.I.4.1
TI19800,DALIA DALITAS TI2100 TOALLA INTERDOBLADA - CAJA CON 20 PAQUETES DE 100 PZ/CU,INV PSD,2,CAJA,PSD_CAT,EST.F.06.B
TI19800-CJ20,TI19800-CJ20 TOALLA MANOS INTERDOBLADA DALITAS® 20 PAQ CON 100 TOALLAS,INV PSD,1,CAJA,PSD_CAT,EST.B.02.D
TIFANT,Triangulo fantasma,INV NUEVO,9,PIEZA,CAT_HALYCON,HAL.1.0.
TIFANT,Triangulo fantasma,INV NUEVO,1,PIEZA,GDL_HALYCON,3.R.0.1A
TP10-PQ1000,TP10-PQ1000 TAPA LISA PARA VASO POLIPRO NO.10 20 PAQUETES DE 50 PIEZAS / 1000 PZAS,INV PSD,3,PAQUETE,PSD_CAT,PS.K.10.
TP32EUR,TAPA RANURA PARA VASO POLIPRO NO. 32 EU PAQUETE CON 25 PZ,INV PSD,20,PAQUETE,PSD_CAT,STGR...
TP4A8,TAPA LISA PARA VASO POLIPRO NO. 4A/8 50 pz,INV CAT,180,PAQUETE,DHL_CAT,2.K.0.2
TP4A8,TAPA LISA PARA VASO POLIPRO NO. 4A/8 50 pz,INV PSD,200,PAQUETE,PSD_CAT,PS.L.08.
TP4A8-PQ1000,TP4A8-PQ1000 TAPA LISA PARA VASO POLIPRO NO. 4A/8 1000 PZAS,INV PSD,1,PAQUETE,PSD_CAT,PS.K.11.
TPDEU,TAPA DOMO P/LINEA EU REYMA,INV CAT,180,PAQUETE,DHL_CAT,2.J.0.6
TPDEU-PQ1000,TPDEU-PQ1000 TAPA DOMO P/LINEA EU REYMA 20 PAQ / 50 PZAS,INV PSD,1,PAQUETE,PSD_CAT,PS.K.12.
TPEUR,TAPA RANURADA P/LINEA EU REYMA 20 PAQ/50 PZAS,INV CAT,60,PAQUETE,DHL_CAT,2.L.2.1
TPEUR,TAPA RANURADA P/LINEA EU REYMA 20 PAQ/50 PZAS,INV PSD,40,PAQUETE,PSD_CAT,PS.K.12.
TPEUR-PQ1000,TPEUR-PQ1000 TAPA RANURADA P/LINEA EU REYMA 20 PAQ/50 PZAS,INV PSD,2,PAQUETE,PSD_CAT,PS.K.12.
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,24,PIEZA,DHL_CAT,4.F.0.4
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,11,PIEZA,DHL_CAT,4.F.0.5
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,30,PIEZA,DHL_CAT,4.F.0.6
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,28,PIEZA,DHL_CAT,4.F.0.7
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,30,PIEZA,DHL_CAT,4.F.0.8
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,30,PIEZA,DHL_CAT,4.F.0.9
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,30,PIEZA,DHL_CAT,4.F.1.0
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,30,PIEZA,DHL_CAT,4.F.1.1
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,30,PIEZA,DHL_CAT,4.F.1.2
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,30,PIEZA,DHL_CAT,4.F.1.3
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,30,PIEZA,DHL_CAT,4.F.1.4
TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,INV CAT,30,PIEZA,DHL_CAT,4.F.1.8
TPOW120X100-PZ,TPOW120X100-PZ TARIMA DE PLASTICO ONE WAY 120 cm x 100 cm,INV PSD,170,PIEZA,PSD_CAT,DEP.1..
TPOW120X100-PZ,TPOW120X100-PZ TARIMA DE PLASTICO ONE WAY 120 cm x 100 cm,INV PSD,1,PIEZA,PSD_CAT,STGR...
TPOW120X100-PZ,TPOW120X100-PZ TARIMA DE PLASTICO ONE WAY 120 cm x 100 cm,PRIME,20,PIEZA,AMAZON,
TR,TAPA REYMA LISA PARA ENVASES,INV CAT,40,PAQUETE,DHL_CAT,1.E.0.7B
TR,TAPA REYMA LISA PARA ENVASES,INV CAT,40,PAQUETE,DHL_CAT,1.F.0.8C
TR,TAPA REYMA LISA PARA ENVASES,INV CAT,360,PAQUETE,DHL_CAT,2.K.0.1
TR,TAPA REYMA LISA PARA ENVASES,INV CAT,360,PAQUETE,DHL_CAT,5.K.1.4
TR,TAPA REYMA LISA PARA ENVASES,INV CAT,360,PAQUETE,DHL_CAT,5.K.1.6
TR03610,FAPSA TR180 TOALLA EN ROLLO - CAJA CON 6 ROLLOS,INV CAT,37,CAJA,DHL_CAT,4.K.0.1
TR03610,FAPSA TR180 TOALLA EN ROLLO - CAJA CON 6 ROLLOS,INV CAT,42,CAJA,DHL_CAT,5.G.4.0
TR03610,FAPSA TR180 TOALLA EN ROLLO - CAJA CON 6 ROLLOS,INV GDL,4,CAJA,DHL_GDL,B.14..
TR03610,FAPSA TR180 TOALLA EN ROLLO - CAJA CON 6 ROLLOS,INV PSD,10,CAJA,PSD_CAT,STGR...
TR24VC4,Torreta 24 V NARANJA,INV NUEVO,2,PIEZA,CUAU_HALYCON,A.10.b.
TRM,TERMOENCOGIBLE,INV CAT,1,PIEZA,DHL_CAT,1.E.0.2B
